tweet_id,text,Bag_of_Words
1127,CORONA VIRUS               Please do not listen to people who tell you Covid-19 is just like a common flu. It is not the flu. It is serious. If nothing else you should at least error on the side of caution. Here are tips from Stanford university on dealing with Covid-19.,"{'serious': 1, 'side': 1, 'please': 1, 'people': 1, 'flu': 2, 'are': 1, 'is': 3, 'covid19': 2, 'caution': 1, 'if': 1, 'do': 1, 'just': 1, 'else': 1, 'it': 2, 'a': 1, 'dealing': 1, 'to': 1, 'least': 1, 'you': 2, 'here': 1, 'virus': 1, 'nothing': 1, 'at': 1, 'listen': 1, 'on': 2, 'common': 1, 'error': 1, 'who': 1, 'should': 1, 'university': 1, 'not': 2, 'with': 1, 'from': 1, 'tips': 1, 'corona': 1, 'tell': 1, 'like': 1, 'of': 1, 'stanford': 1, 'the': 2}"
1145,RT @lindseyoglee: Im very excited and blessed to announce that I have verbally committed to continue my academic and volleyball career at,"{'announce': 1, 'committed': 1, 'have': 1, 'career': 1, 'rt': 1, 'excited': 1, 'im': 1, 'i': 1, 'that': 1, 'to': 2, 'at': 1, 'my': 1, 'blessed': 1, 'academic': 1, 'very': 1, 'continue': 1, 'and': 2, 'verbally': 1, 'volleyball': 1, 'lindseyoglee': 1}"
1371,"RT @yiIingtan: Some good news to cheer you up:
Korea and China are recovering. Vietnam had their cases under control until British tourists","{'tourists': 1, 'are': 1, 'good': 1, 'cheer': 1, 'up': 1, 'had': 1, 'rt': 1, 'recovering': 1, 'until': 1, 'yiiingtan': 1, 'to': 1, 'you': 1, 'vietnam': 1, 'china': 1, 'korea': 1, 'their': 1, 'british': 1, 'news': 1, 'under': 1, 'control': 1, 'some': 1, 'and': 1, 'cases': 1}"
1409,RT @trevor_norris0: Art majors trying to take their classes online when the coronavirus shuts down the university https://t.co/ksUrGVFpWt,"{'down': 1, 'trevornorris0': 1, 'art': 1, 'majors': 1, 'classes': 1, 'online': 1, 'httpstcoksurgvfpwt': 1, 'rt': 1, 'coronavirus': 1, 'trying': 1, 'to': 1, 'take': 1, 'university': 1, 'their': 1, 'when': 1, 'shuts': 1, 'the': 2}"
1551,"Beat:U1, DRIVING WHILE UNDER INFLUENCE (DUI) at UNIVERSITY WY NE / NE 55 ST reported on 3/12/2020 10:53 PM, Call# 20000090990","{'pm': 1, 'st': 1, 'reported': 1, 'dui': 1, '1053': 1, '55': 1, 'wy': 1, '20000090990': 1, 'at': 1, 'on': 1, 'driving': 1, 'while': 1, 'university': 1, 'influence': 1, 'under': 1, '3122020': 1, 'ne': 2, 'call': 1, 'beatu1': 1}"
1642,"@DerPuttin @Lumberist @joe_hunglo @Wowk67 @motoluvr 5 facts 
5 tags
1.I really am super positive
2.I identify as blonde but really am not
3.I have a degree in Political Science from Dalhousie University I do not use
4.tattoos 
5.I'm worried about my country
 @ByronBergren @BMadigin  @BabblingIdjit @KolbyRizzo @PeterHallinan1","{'3i': 1, '2i': 1, 'in': 1, 'have': 1, 'am': 2, 'kolbyrizzo': 1, 'but': 1, 'degree': 1, 'do': 1, 'tags': 1, 'babblingidjit': 1, 'facts': 1, 'byronbergren': 1, 'a': 1, '1i': 1, 'super': 1, 'as': 1, '5': 2, 'country': 1, 'i': 1, 'science': 1, 'peterhallinan1': 1, 'bmadigin': 1, 'political': 1, 'my': 1, 'worried': 1, '4tattoos': 1, 'lumberist': 1, 'university': 1, 'not': 2, 'from': 1, 'wowk67': 1, 'joehunglo': 1, 'use': 1, 'dalhousie': 1, 'blonde': 1, 'positive': 1, 'really': 2, 'about': 1, 'identify': 1, 'derputtin': 1, '5im': 1, 'motoluvr': 1}"
2184,"RT @coronaviruscan: #CoronaVirusCanada This is a little too close too home! My mayors office in Halifax, Nova Scotia has shut down amid","{'down': 1, 'this': 1, 'in': 1, 'is': 1, 'too': 2, 'a': 1, 'office': 1, 'has': 1, 'rt': 1, 'home': 1, 'amid': 1, 'my': 1, 'mayors': 1, 'little': 1, 'nova': 1, 'shut': 1, 'halifax': 1, 'close': 1, 'coronaviruscanada': 1, 'scotia': 1, 'coronaviruscan': 1}"
2517,"The solution is now for all European (and American) airline flights to reach North America by flying to Canada. From Halifax, Montreal, Toronto, and Vancouver, travellers can continue to the US by land, air or sea. A golden opportunity also for Air Canada. Let's all go to Canada! https://t.co/y3TVjKzZ9n","{'for': 2, 'reach': 1, 'is': 1, 'lets': 1, 'land': 1, 'sea': 1, 'european': 1, 'all': 2, 'opportunity': 1, 'us': 1, 'a': 1, 'flying': 1, 'or': 1, 'httpstcoy3tvjkzz9n': 1, 'canada': 3, 'to': 4, 'flights': 1, 'now': 1, 'solution': 1, 'toronto': 1, 'go': 1, 'north': 1, 'also': 1, 'can': 1, 'travellers': 1, 'by': 2, 'from': 1, 'american': 1, 'air': 2, 'vancouver': 1, 'montreal': 1, 'halifax': 1, 'airline': 1, 'america': 1, 'continue': 1, 'golden': 1, 'and': 2, 'the': 2}"
2570,RT @CBCNS: CBC reporter Sherri Borden Colley to receive honorary degree from Halifax university https://t.co/3t2kuyBbwL https://t.co/GsaQLN,"{'sherri': 1, 'degree': 1, 'reporter': 1, 'colley': 1, 'receive': 1, 'rt': 1, 'to': 1, 'cbcns': 1, 'httpstco3t2kuybbwl': 1, 'university': 1, 'httpstcogsaqln': 1, 'cbc': 1, 'from': 1, 'honorary': 1, 'halifax': 1, 'borden': 1}"
2581,RT @CPHO_Canada: #Stigma is a public health issue that can act as a barrier to care for people who use substances. Public education is key,"{'cphocanada': 1, 'health': 1, 'for': 1, 'people': 1, 'is': 2, 'barrier': 1, 'a': 2, 'as': 1, 'rt': 1, 'care': 1, 'public': 2, 'that': 1, 'to': 1, 'issue': 1, 'key': 1, 'can': 1, 'education': 1, 'who': 1, 'use': 1, 'substances': 1, 'stigma': 1, 'act': 1}"
2909,RT @CBCAlerts: Quebec Premier Francois Legault is asking all people returning from travel abroad to self-isolate for 14 days. This is manda,"{'for': 1, 'premier': 1, 'people': 1, 'this': 1, 'is': 2, 'legault': 1, 'manda': 1, 'selfisolate': 1, 'francois': 1, 'abroad': 1, 'all': 1, 'rt': 1, 'quebec': 1, 'to': 1, 'travel': 1, '14': 1, 'from': 1, 'returning': 1, 'cbcalerts': 1, 'asking': 1, 'days': 1}"
2989,"Study in Canada! Make your #CanadianStudent #visa process easier with the help of our overseas #education #consultants. Book your Free Consultations now! Call  204-951-0067, 9058723544 visit - https://t.co/OWobgybsyi https://t.co/0nPkzvOYNb","{'2049510067': 1, 'in': 1, 'your': 2, 'process': 1, 'our': 1, 'book': 1, 'visa': 1, 'httpstcoowobgybsyi': 1, 'consultations': 1, 'canada': 1, 'overseas': 1, 'consultants': 1, 'now': 1, '9058723544': 1, 'httpstco0npkzvoynb': 1, 'easier': 1, 'help': 1, 'education': 1, 'visit': 1, 'with': 1, 'make': 1, 'call': 1, 'study': 1, 'of': 1, 'free': 1, 'the': 1, 'canadianstudent': 1}"
2994,"RT @kurteichenwald: Canada didnt block Chinese from traveling there, instead invested time &amp; money on testing, education &amp; disease manageme","{'instead': 1, 'traveling': 1, 'rt': 1, 'amp': 2, 'canada': 1, 'testing': 1, 'there': 1, 'block': 1, 'on': 1, 'education': 1, 'disease': 1, 'from': 1, 'money': 1, 'kurteichenwald': 1, 'didnt': 1, 'time': 1, 'manageme': 1, 'invested': 1, 'chinese': 1}"
3155,"RT @kurteichenwald: Canada didnt block Chinese from traveling there, instead invested time &amp; money on testing, education &amp; disease manageme","{'instead': 1, 'traveling': 1, 'rt': 1, 'amp': 2, 'canada': 1, 'testing': 1, 'there': 1, 'block': 1, 'on': 1, 'education': 1, 'disease': 1, 'from': 1, 'money': 1, 'kurteichenwald': 1, 'didnt': 1, 'time': 1, 'manageme': 1, 'invested': 1, 'chinese': 1}"
3327,"RT @kurteichenwald: Canada didnt block Chinese from traveling there, instead invested time &amp; money on testing, education &amp; disease manageme","{'instead': 1, 'traveling': 1, 'rt': 1, 'amp': 2, 'canada': 1, 'testing': 1, 'there': 1, 'block': 1, 'on': 1, 'education': 1, 'disease': 1, 'from': 1, 'money': 1, 'kurteichenwald': 1, 'didnt': 1, 'time': 1, 'manageme': 1, 'invested': 1, 'chinese': 1}"
3704,"Canada's main stock index TSX closes down 12.3%, worst drop since 1940","{'down': 1, 'stock': 1, 'worst': 1, '123': 1, 'main': 1, 'drop': 1, 'closes': 1, 'tsx': 1, '1940': 1, 'since': 1, 'canadas': 1, 'index': 1}"
3741,"SHOCKING Trump IS NOW RACIST against White People too

First the Muslim Ban, then comments about Mexico 

NOW HES BANNING TRAVEL FROM MOST OF EUROPE?

Way to go &amp; put a White People Ban into effect 

Someone alert the KKK that Biden is their last hope

https://t.co/KzJBEmTUX5","{'racist': 1, 'mexico': 1, 'trump': 1, 'people': 2, 'kkk': 1, 'muslim': 1, 'is': 2, 'too': 1, 'alert': 1, 'ban': 2, 'effect': 1, 'a': 1, 'banning': 1, 'amp': 1, 'way': 1, 'last': 1, 'that': 1, 'hes': 1, 'to': 1, 'now': 2, 'most': 1, 'travel': 1, 'go': 1, 'someone': 1, 'hope': 1, 'then': 1, 'their': 1, 'from': 1, 'first': 1, 'put': 1, 'into': 1, 'shocking': 1, 'about': 1, 'against': 1, 'biden': 1, 'white': 2, 'httpstcokzjbemtux5': 1, 'of': 1, 'comments': 1, 'europe': 1, 'the': 2}"
3845,Breaking: Canadian Prime Minister's wife tests positive for coronavirus. Leader will self-quarantine for 14 days as precaution. https://t.co/DDzCgC0JbQ,"{'for': 2, 'breaking': 1, 'selfquarantine': 1, 'tests': 1, 'as': 1, 'coronavirus': 1, 'leader': 1, 'canadian': 1, '14': 1, 'will': 1, 'precaution': 1, 'positive': 1, 'wife': 1, 'httpstcoddzcgc0jbq': 1, 'ministers': 1, 'prime': 1, 'days': 1}"
3937,"Anyone else find it ironic that @jkenney is in Ottawa demanding that Trudeau BORROW billions of dollars in order to help save the Alberta economy? I mean ... pick a lane, dude. If you hate debt, hate it federally AND provincially. #ableg #abpoli
https://t.co/MEdKVaHeWU","{'economy': 1, 'find': 1, 'alberta': 1, 'in': 2, 'is': 1, 'billions': 1, 'debt': 1, 'if': 1, 'else': 1, 'it': 2, 'trudeau': 1, 'a': 1, 'mean': 1, 'jkenney': 1, 'ironic': 1, 'lane': 1, 'i': 1, 'borrow': 1, 'that': 2, 'to': 1, 'you': 1, 'help': 1, 'dollars': 1, 'federally': 1, 'order': 1, 'pick': 1, 'demanding': 1, 'hate': 2, 'ableg': 1, 'ottawa': 1, 'anyone': 1, 'provincially': 1, 'dude': 1, 'save': 1, 'httpstcomedkvahewu': 1, 'of': 1, 'and': 1, 'abpoli': 1, 'the': 1}"
4551,"If you or someone you know is unable to find housing because of your college or university's policies surrounding COVID-19, please contact my office at 617-448-1525 or DM me.","{'please': 1, 'find': 1, 'your': 1, 'is': 1, 'covid19': 1, 'unable': 1, 'housing': 1, 'if': 1, '6174481525': 1, 'universitys': 1, 'office': 1, 'because': 1, 'or': 3, 'contact': 1, 'to': 1, 'you': 2, 'know': 1, 'at': 1, 'someone': 1, 'my': 1, 'me': 1, 'dm': 1, 'surrounding': 1, 'college': 1, 'of': 1, 'policies': 1}"
5079,Next Wednesday (March 18) is Transit Driver Appreciation Day - but we think we should appreciate our drivers and operators  every day of the year! For this week's #tbt we're looking at how @hfxtransit looked in the past with the #hfxarchives: https://t.co/sbVgSkdwdv https://t.co/9MUR957EQF,"{'for': 1, 'drivers': 1, 'this': 1, 'in': 1, 'is': 1, 'march': 1, 'but': 1, 'weeks': 1, 'hfxarchives': 1, 'our': 1, 'every': 1, 'tbt': 1, 'wednesday': 1, 'transit': 1, 'year': 1, 'httpstcosbvgskdwdv': 1, 'looking': 1, 'at': 1, 'driver': 1, 'how': 1, 'appreciate': 1, 'think': 1, 'should': 1, 'with': 1, 'next': 1, 'httpstco9mur957eqf': 1, 'looked': 1, '18': 1, 'were': 1, 'we': 2, 'operators': 1, 'past': 1, 'hfxtransit': 1, 'day': 2, 'of': 1, 'appreciation': 1, 'and': 1, 'the': 3}"
5148,"Well, got sent back to Canada... Streams in a week #nopacketlosshunter is back baby but rip education and athletics","{'in': 1, 'is': 1, 'got': 1, 'but': 1, 'athletics': 1, 'a': 1, 'well': 1, 'canada': 1, 'to': 1, 'week': 1, 'education': 1, 'streams': 1, 'back': 2, 'baby': 1, 'sent': 1, 'rip': 1, 'and': 1, 'nopacketlosshunter': 1}"
5617,"Philanthropist @MargaretNMcCain (@MWMFF_) says Canada is falling behind on early years education. She talks to @spaikin about the power of pre-school, tonight on The Agenda. | Producers: @sandragionas &amp; @ColinEllis81 #childcare #ece https://t.co/G4oYL9dz02","{'behind': 1, 'years': 1, 'is': 1, 'colinellis81': 1, 'talks': 1, 'mwmff': 1, 'httpstcog4oyl9dz02': 1, 'margaretnmccain': 1, 'preschool': 1, 'sandragionas': 1, 'she': 1, 'tonight': 1, 'amp': 1, 'canada': 1, 'to': 1, 'childcare': 1, 'on': 2, 'education': 1, 'ece': 1, 'says': 1, 'agenda': 1, 'early': 1, 'philanthropist': 1, 'power': 1, 'about': 1, 'producers': 1, 'spaikin': 1, 'of': 1, 'falling': 1, 'the': 2}"
243,"RT @QuickTake: BREAKING: Canada PM Justin Trudeaus wife Sophie has tested positive for the #coronavirus, the government says. 

More @busi","{'pm': 1, 'for': 1, 'breaking': 1, 'has': 1, 'rt': 1, 'coronavirus': 1, 'canada': 1, 'quicktake': 1, 'government': 1, 'busi': 1, 'justin': 1, 'says': 1, 'sophie': 1, 'tested': 1, 'trudeaus': 1, 'positive': 1, 'more': 1, 'wife': 1, 'the': 2}"
278,"RT @spectatorindex: BREAKING: Sophie Trudeau, wife of Canada's PM, tests positive for coronavirus.","{'pm': 1, 'for': 1, 'breaking': 1, 'trudeau': 1, 'tests': 1, 'spectatorindex': 1, 'rt': 1, 'coronavirus': 1, 'sophie': 1, 'positive': 1, 'wife': 1, 'of': 1, 'canadas': 1}"
367,Wife of Canadas Prime Minister Tests Positive for Virus https://t.co/z4zhMDhCtP via @YouTube #CORONAVIRUS,"{'for': 1, 'youtube': 1, 'tests': 1, 'minister': 1, 'coronavirus': 1, 'virus': 1, 'via': 1, 'httpstcoz4zhmdhctp': 1, 'positive': 1, 'wife': 1, 'of': 1, 'prime': 1, 'canadas': 1}"
442,"RT @spectatorindex: BREAKING: Sophie Trudeau, wife of Canada's PM, tests positive for coronavirus.","{'pm': 1, 'for': 1, 'breaking': 1, 'trudeau': 1, 'tests': 1, 'spectatorindex': 1, 'rt': 1, 'coronavirus': 1, 'sophie': 1, 'positive': 1, 'wife': 1, 'of': 1, 'canadas': 1}"
705,"RT @spectatorindex: BREAKING: Sophie Trudeau, wife of Canada's PM, tests positive for coronavirus.","{'pm': 1, 'for': 1, 'breaking': 1, 'trudeau': 1, 'tests': 1, 'spectatorindex': 1, 'rt': 1, 'coronavirus': 1, 'sophie': 1, 'positive': 1, 'wife': 1, 'of': 1, 'canadas': 1}"
720,@lawhawk @mkady Meanwhile in canada.. leftist sweetheart turdeau wont even restrict flights...,"{'mkady': 1, 'in': 1, 'turdeau': 1, 'lawhawk': 1, 'leftist': 1, 'sweetheart': 1, 'meanwhile': 1, 'canada': 1, 'flights': 1, 'even': 1, 'wont': 1, 'restrict': 1}"
1175,"RT @JoshuaDummer: The author of this conspiracy theory piece, Larry Romanoff, is an ex-""management consultant"" working at Shanghai's Fudan","{'author': 1, 'working': 1, 'this': 1, 'is': 1, 'joshuadummer': 1, 'rt': 1, 'larry': 1, 'romanoff': 1, 'exmanagement': 1, 'at': 1, 'consultant': 1, 'shanghais': 1, 'fudan': 1, 'theory': 1, 'an': 1, 'conspiracy': 1, 'of': 1, 'piece': 1, 'the': 1}"
1202,RT @__knf: we at Da Crib University fr now.,"{'fr': 1, 'rt': 1, 'knf': 1, 'crib': 1, 'now': 1, 'at': 1, 'da': 1, 'university': 1, 'we': 1}"
1463,"RT @enicayamar: all I have to say is Macky Sall better pump loads of funding into the medical schools, hospitals, and university courses be","{'schools': 1, 'have': 1, 'is': 1, 'all': 1, 'hospitals': 1, 'rt': 1, 'loads': 1, 'macky': 1, 'enicayamar': 1, 'i': 1, 'pump': 1, 'to': 1, 'courses': 1, 'sall': 1, 'university': 1, 'medical': 1, 'say': 1, 'be': 1, 'funding': 1, 'into': 1, 'better': 1, 'of': 1, 'and': 1, 'the': 1}"
1532,RT @LootenantDans7: The University is 100% protected from COVID-19 thanks to Duo Two-Factor Authorization,"{'is': 1, '100': 1, 'protected': 1, 'covid19': 1, 'thanks': 1, 'rt': 1, 'authorization': 1, 'to': 1, 'lootenantdans7': 1, 'twofactor': 1, 'university': 1, 'from': 1, 'duo': 1, 'the': 1}"
1690,"@glevonian @willmenaker University of Kings College has a world renowned journalism program at a fraction of the cost of like NYU and other US equivalents. I get that Dalhousie has an epic party school reputation, for better or worse","{'for': 1, 'program': 1, 'school': 1, 'fraction': 1, 'glevonian': 1, 'reputation': 1, 'worse': 1, 'kings': 1, 'world': 1, 'willmenaker': 1, 'journalism': 1, 'us': 1, 'a': 2, 'has': 2, 'or': 1, 'i': 1, 'that': 1, 'at': 1, 'epic': 1, 'cost': 1, 'party': 1, 'university': 1, 'an': 1, 'get': 1, 'dalhousie': 1, 'better': 1, 'nyu': 1, 'equivalents': 1, 'renowned': 1, 'college': 1, 'like': 1, 'other': 1, 'of': 3, 'and': 1, 'the': 1}"
1919,The 2020  U Sports nationals played their first games today in Charlottetown for the women and Halifax for the men. It looks like those events have been cancelled. https://t.co/enNLH32883,"{'looks': 1, 'for': 2, 'nationals': 1, '2020': 1, 'in': 1, 'women': 1, 'have': 1, 'u': 1, 'played': 1, 'it': 1, 'sports': 1, 'men': 1, 'cancelled': 1, 'httpstcoennlh32883': 1, 'been': 1, 'their': 1, 'first': 1, 'charlottetown': 1, 'halifax': 1, 'games': 1, 'like': 1, 'events': 1, 'and': 1, 'today': 1, 'the': 3, 'those': 1}"
1936,"Spring is almost here, hang on... #Halifax https://t.co/xbIS63e1OA","{'is': 1, 'httpstcoxbis63e1oa': 1, 'hang': 1, 'spring': 1, 'here': 1, 'on': 1, 'almost': 1, 'halifax': 1}"
2030,"RT @LeBrunJames81: Ship's company of the minesweeper HMCS Esquimalt, in Halifax, 12 March 1945. Credit: Richard G. Arless. https://t.co/jnL","{'arless': 1, '12': 1, 'in': 1, 'march': 1, 'ships': 1, 'httpstcojnl': 1, 'esquimalt': 1, 'credit': 1, 'rt': 1, 'company': 1, 'g': 1, '1945': 1, 'hmcs': 1, 'halifax': 1, 'lebrunjames81': 1, 'of': 1, 'richard': 1, 'minesweeper': 1, 'the': 1}"
2371,RT @globalhalifax: Halifaxs Mayors Office is closed and all staff are in voluntary isolation after they became aware of a possible link t,"{'in': 1, 'are': 1, 'is': 1, 'halifaxs': 1, 'closed': 1, 't': 1, 'all': 1, 'globalhalifax': 1, 'a': 1, 'office': 1, 'isolation': 1, 'became': 1, 'rt': 1, 'voluntary': 1, 'they': 1, 'mayors': 1, 'after': 1, 'link': 1, 'staff': 1, 'aware': 1, 'possible': 1, 'of': 1, 'and': 1}"
2520,RT @ccghc: CANCELLED - @ccghc and partner @PlugN_Drive cancel electric vehicle test drives in Toronto (March 26/27) and Halifax (March 31),"{'cancel': 1, 'test': 1, 'electric': 1, 'in': 1, 'march': 2, 'drives': 1, 'vehicle': 1, 'rt': 1, 'partner': 1, 'ccghc': 2, 'cancelled': 1, 'toronto': 1, '31': 1, 'plugndrive': 1, 'halifax': 1, '2627': 1, 'and': 2}"
2598,"@YMCA_Canada @YMCAsofCandKW The Ministry of Education has published this
IMPORTANT: As a precautionary measure due to COVID-19, all publicly funded Ontario schools will be closed from March 14 - April 5, 2020.""
The YMCA has no updates for their programs. We are waiting for YMCA updates.","{'measure': 1, 'for': 2, 'ymcacanada': 1, 'schools': 1, '2020': 1, 'due': 1, 'this': 1, 'are': 1, 'ontario': 1, 'march': 1, 'covid19': 1, 'closed': 1, 'all': 1, 'publicly': 1, 'published': 1, 'ministry': 1, 'a': 1, 'ymcasofcandkw': 1, 'as': 1, '5': 1, 'has': 2, 'programs': 1, 'to': 1, 'updates': 2, 'education': 1, '14': 1, 'april': 1, 'will': 1, 'their': 1, 'from': 1, 'funded': 1, 'be': 1, 'waiting': 1, 'ymca': 2, 'no': 1, 'we': 1, 'important': 1, 'precautionary': 1, 'of': 1, 'the': 2}"
2797,"RT @kurteichenwald: Canada didnt block Chinese from traveling there, instead invested time &amp; money on testing, education &amp; disease manageme","{'instead': 1, 'traveling': 1, 'rt': 1, 'amp': 2, 'canada': 1, 'testing': 1, 'there': 1, 'block': 1, 'on': 1, 'education': 1, 'disease': 1, 'from': 1, 'money': 1, 'kurteichenwald': 1, 'didnt': 1, 'time': 1, 'manageme': 1, 'invested': 1, 'chinese': 1}"
2944,RT @CBCAlerts: Quebec Premier Francois Legault is asking all people returning from travel abroad to self-isolate for 14 days. This is manda,"{'for': 1, 'premier': 1, 'people': 1, 'this': 1, 'is': 2, 'legault': 1, 'manda': 1, 'selfisolate': 1, 'francois': 1, 'abroad': 1, 'all': 1, 'rt': 1, 'quebec': 1, 'to': 1, 'travel': 1, '14': 1, 'from': 1, 'returning': 1, 'cbcalerts': 1, 'asking': 1, 'days': 1}"
3034,"@lisasbhj @CFRAOttawa @brianlilley reported education minister statement coming soon.  But heres the list of countries with Canadian government travel advisories 

https://t.co/iGNWawyqoG","{'reported': 1, 'soon': 1, 'brianlilley': 1, 'but': 1, 'heres': 1, 'advisories': 1, 'httpstcoignwawyqog': 1, 'lisasbhj': 1, 'minister': 1, 'coming': 1, 'statement': 1, 'travel': 1, 'countries': 1, 'canadian': 1, 'education': 1, 'government': 1, 'with': 1, 'cfraottawa': 1, 'of': 1, 'list': 1, 'the': 1}"
3120,"RT @ErikaShaker: '[ON] pledged to spend $78M to re-hire those workers, most of whom were EAs. But Galipeau says the govt isn't coming throu","{'but': 1, 'spend': 1, 'workers': 1, 'rt': 1, '78m': 1, 'isnt': 1, 'coming': 1, 'throu': 1, 'galipeau': 1, 'to': 2, 'most': 1, 'on': 1, 'whom': 1, 'erikashaker': 1, 'says': 1, 'govt': 1, 'eas': 1, 'were': 1, 'pledged': 1, 'of': 1, 'rehire': 1, 'the': 1, 'those': 1}"
